season,season_type,start_date,completed,home_id,home_team,home_conference,home_division,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],away_id,away_team,away_conference,away_division,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],start_time_tbd,venue_id,venue
2022,regular,2022-11-05T19:00:00.000Z,true,2876,Lincoln (MO),Mid America,ii,,,,,,2214,Emporia State,Mid America,ii,,,,,,false,6045,Dwight T. Reed Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2001,Adams State,Rocky Mountain,ii,,,,,,2069,Black Hills State,Rocky Mountain,ii,,,,,,false,5866,Rex Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2348,Louisiana Tech,Conference USA,fbs,40,14,13,13,0,2393,Middle Tennessee,Conference USA,fbs,24,7,14,0,3,false,3776,Joe Aillet Stadium
2022,regular,2022-11-05T19:30:00.000Z,true,221,Pittsburgh,ACC,fbs,19,0,10,7,2,183,Syracuse,ACC,fbs,9,3,3,0,3,false,3752,Heinz Field
2022,regular,2022-11-05T19:30:00.000Z,true,5,UAB,Conference USA,fbs,38,0,10,7,14,2636,UT San Antonio,Conference USA,fbs,44,7,9,7,8,false,7221,Protective Stadium
2022,regular,2022-11-05T19:30:00.000Z,true,24,Stanford,Pac-12,fbs,14,7,0,7,0,265,Washington State,Pac-12,fbs,52,21,21,3,7,false,3940,Stanford Stadium
2022,regular,2022-11-05T19:30:00.000Z,true,2305,Kansas,Big 12,fbs,37,10,14,7,6,197,Oklahoma State,Big 12,fbs,16,0,7,3,6,false,3833,Memorial Stadium
2022,regular,2022-11-05T19:30:00.000Z,true,66,Iowa State,Big 12,fbs,31,3,7,0,21,277,West Virginia,Big 12,fbs,14,0,7,0,7,false,3772,Jack Trice Stadium
2022,regular,2022-11-05T19:30:00.000Z,true,356,Illinois,Big Ten,fbs,15,7,0,0,8,127,Michigan State,Big Ten,fbs,23,3,6,14,0,false,3832,Memorial Stadium
2022,regular,2022-11-05T19:30:00.000Z,true,257,Richmond,CAA,fcs,40,7,17,13,3,160,New Hampshire,CAA,fcs,34,0,7,20,7,false,2068,E. Claiborne Robins Stadium
2022,regular,2022-11-05T19:30:00.000Z,true,84,Indiana,Big Ten,fbs,14,7,0,0,7,213,Penn State,Big Ten,fbs,45,7,17,7,14,false,3830,Memorial Stadium
2022,regular,2022-11-05T19:30:00.000Z,true,328,Utah State,Mountain West,fbs,27,7,0,10,10,167,New Mexico,Mountain West,fbs,10,3,7,0,0,false,3905,Romney Stadium
2022,regular,2022-11-05T19:30:00.000Z,true,38,Colorado,Pac-12,fbs,10,0,7,3,0,2483,Oregon,Pac-12,fbs,49,14,14,14,7,false,3726,Folsom Field
2022,regular,2022-11-05T19:30:00.000Z,true,61,Georgia,SEC,fbs,27,14,10,3,0,2633,Tennessee,SEC,fbs,13,3,3,0,7,false,3917,Sanford Stadium
2022,regular,2022-11-05T19:30:00.000Z,true,235,Memphis,American Athletic,fbs,28,7,7,7,7,2116,UCF,American Athletic,fbs,35,7,14,0,14,false,3805,Liberty Bowl Memorial Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,17,Claremont,So. Cal.,iii,,,,,,29,Redlands,So. Cal.,iii,,,,,,false,5821,Fritz B. Burns Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,2132,Cincinnati,American Athletic,fbs,20,6,7,7,0,2426,Navy,American Athletic,fbs,10,0,3,7,0,false,3854,Nippert Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,290,Georgia Southern,Sun Belt,fbs,31,21,3,7,0,6,South Alabama,Sun Belt,fbs,38,7,10,7,14,false,3608,Paulson Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,249,North Texas,Conference USA,fbs,52,24,21,0,7,2229,Florida International,Conference USA,fbs,14,0,14,0,0,false,3825,Apogee Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,205,Pacific (OR),Northwest,iii,,,,,,2721,Whitworth,Northwest,iii,,,,,,false,6153,Hanson Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,8,Arkansas,SEC,fbs,19,0,3,2,14,2335,Liberty,FBS Independents,fbs,21,7,14,0,0,false,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field
2022,regular,2022-11-05T20:00:00.000Z,true,2320,Lamar,Southland,fcs,31,0,17,7,7,2545,Southeastern Louisiana,Southland,fcs,47,14,10,10,13,false,3882,Provost Umphrey Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,2508,Puget Sound,Northwest,iii,,,,,,2486,Pacific Lutheran,Northwest,iii,,,,,,false,6104,Baker Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,2570,Colorado State-Pueblo,Rocky Mountain,ii,,,,,,613,South Dakota Mines,Rocky Mountain,ii,,,,,,false,4852,Neta and Eddie DeRose ThunderBowl
2022,regular,2022-11-05T20:00:00.000Z,true,101784,Erskine,South Atlantic,ii,,,,,,2213,Emory & Henry,South Atlantic,ii,,,,,,false,7076,J.W. Babb Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,437,Lake Erie College,Great Midwest Athletic,ii,,,,,,308,Ashland,Great Midwest Athletic,ii,,,,,,false,3769,Jack Britt Memorial Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,2736,Winston-Salem,CIAA,ii,6,6,0,0,0,2220,Fayetteville State,CIAA,ii,14,0,14,0,0,false,3649,Bowman Gray Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,2413,Morehead State,Pioneer,fcs,21,0,14,0,7,2368,Marist,Pioneer,fcs,31,0,14,7,10,false,3774,Jayne Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,2065,Bethune-Cookman,SWAC,fcs,22,9,7,6,0,2011,Alabama State,SWAC,fcs,37,7,3,17,10,false,3850,Municipal Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,301,San Diego,Pioneer,fcs,23,14,6,0,3,2086,Butler,Pioneer,fcs,26,3,10,0,13,false,716,Torero Stadium
2022,regular,2022-11-05T20:00:00.000Z,true,2464,Northern Arizona,Big Sky,fcs,38,7,14,7,10,147,Montana State,Big Sky,fcs,41,17,0,7,17,false,2023,Walkup Skydome
2022,regular,2022-11-05T20:05:00.000Z,true,2848,Western Oregon,Lone Star,ii,,,,,,2829,Simon Fraser,Lone Star,ii,,,,,,false,5783,McArthur Field
2022,regular,2022-11-05T21:00:00.000Z,true,2453,North Alabama,Atlantic Sun,fcs,35,14,0,7,14,2046,Austin Peay,Atlantic Sun,fcs,38,7,17,7,7,false,4133,Braly Municipal Stadium
2022,regular,2022-11-05T21:00:00.000Z,true,2460,Northern Iowa,MVFC,fcs,28,0,14,7,7,2571,South Dakota State,MVFC,fcs,31,3,17,8,3,false,3967,UNI-Dome
2022,regular,2022-11-05T21:00:00.000Z,true,2198,Eastern Kentucky,Atlantic Sun,fcs,42,7,14,7,14,2110,Central Arkansas,Atlantic Sun,fcs,14,0,7,0,7,false,3908,Roy Kidd Stadium
2022,regular,2022-11-05T21:00:00.000Z,true,2823,Northwestern Oklahoma State,Great American,ii,,,,,,2033,Arkansas Tech,Great American,ii,,,,,,false,4763,Ranger Field
2022,regular,2022-11-05T21:00:00.000Z,true,2316,Kentucky Wesleyan,Great Midwest Athletic,ii,,,,,,2838,Tiffin,Great Midwest Athletic,ii,,,,,,false,5263,Steele Stadium
2022,regular,2022-11-05T21:00:00.000Z,true,2433,Louisiana Monroe,Sun Belt,fbs,31,0,17,7,7,326,Texas State,Sun Belt,fbs,30,21,3,3,3,false,3817,Malone Stadium
2022,regular,2022-11-05T21:00:00.000Z,true,2542,Savannah State,SIAC,ii,44,14,10,7,13,2323,Lane,SIAC,ii,38,7,17,14,0,false,3952,Ted Wright Stadium
2022,regular,2022-11-05T21:00:00.000Z,true,309,Louisiana,Sun Belt,fbs,17,0,10,7,0,2653,Troy,Sun Belt,fbs,23,0,0,7,16,false,3666,Cajun Field
2022,regular,2022-11-05T21:00:00.000Z,true,2502,Portland State,Big Sky,fcs,35,0,28,7,0,2458,Northern Colorado,Big Sky,fcs,21,14,0,0,7,false,4765,Hillsboro Stadium
2022,regular,2022-11-05T22:00:00.000Z,true,291,Methodist,USA South,iii,,,,,,2256,Greensboro,USA South,iii,,,,,,false,5998,Monarch Stadium
2022,regular,2022-11-05T22:00:00.000Z,true,2634,Tennessee State,OVC,fcs,0,0,0,0,0,2546,Southeast Missouri State,OVC,fcs,42,7,14,7,14,false,3810,Nissan Stadium
2022,regular,2022-11-05T22:00:00.000Z,true,2699,West Liberty,Mountain East,ii,32,14,10,0,8,2707,WV State,Mountain East,ii,42,14,14,7,7,false,5785,Dickerson Stadium
2022,regular,2022-11-05T22:00:00.000Z,true,50,Florida A&M,SWAC,fcs,30,7,10,10,3,2582,Southern,SWAC,fcs,16,3,6,7,0,false,3650,Bragg Memorial Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,2704,West Texas A&M,Lone Star,ii,21,0,7,7,7,2201,Eastern New Mexico,Lone Star,ii,24,0,3,7,14,false,5884,Buffalo Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,110243,University of Texas of the Permian Basin,Lone Star,ii,,,,,,2703,Western New Mexico,Lone Star,ii,,,,,,false,5917,Ratliff Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,2673,Valdosta State,Gulf South,ii,31,0,14,7,3,110242,West Florida,Gulf South,ii,32,0,7,14,3,false,4851,Bazemore-Hyder Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,2025,Angelo State,Lone Star,ii,,,,,,2120,Central Washington,Lone Star,ii,,,,,,false,5869,LeGrand Stadium at 1st Community Credit Union Field
2022,regular,2022-11-05T23:00:00.000Z,true,2567,SMU,American Athletic,fbs,77,21,35,7,14,248,Houston,American Athletic,fbs,63,14,21,14,14,false,3735,Gerald J. Ford Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,2306,Kansas State,Big 12,fbs,27,7,3,7,10,251,Texas,Big 12,fbs,34,14,17,0,3,false,3636,Bill Snyder Family Football Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,302,UC Davis,Big Sky,fcs,43,9,13,14,7,304,Idaho State,Big Sky,fcs,3,3,0,0,0,false,3602,Aggie Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,2640,Texas Southern,SWAC,fcs,14,7,0,7,0,2296,Jackson State,SWAC,fcs,41,21,0,13,7,false,3631,BBVA Compass Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,21,San Diego State,Mountain West,fbs,14,0,7,7,0,2439,UNLV,Mountain West,fbs,10,0,0,7,3,false,7311,Snapdragon Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,68,Boise State,Mountain West,fbs,28,7,0,7,14,252,BYU,FBS Independents,fbs,31,7,0,10,14,false,3653,Albertsons Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,418,Hendrix College,Southern Athletic,iii,6,0,6,0,0,2519,Rhodes,Southern Athletic,iii,0,0,0,0,0,false,3983,War Memorial Stadium
2022,regular,2022-11-05T23:00:00.000Z,true,99,LSU,SEC,fbs,32,0,7,7,10,333,Alabama,SEC,fbs,31,0,6,3,15,false,3958,Tiger Stadium
2022,regular,2022-11-05T23:30:00.000Z,true,238,Vanderbilt,SEC,fbs,27,7,7,7,6,2579,South Carolina,SEC,fbs,38,17,14,7,0,false,3973,Vanderbilt Stadium
2022,regular,2022-11-05T23:30:00.000Z,true,344,Mississippi State,SEC,fbs,39,10,14,0,9,2,Auburn,SEC,fbs,33,0,6,13,14,false,3693,Davis Wade Stadium
2022,regular,2022-11-05T23:30:00.000Z,true,2390,Miami,ACC,fbs,3,3,0,0,0,52,Florida State,ACC,fbs,45,14,17,0,14,false,3948,Hard Rock Stadium
2022,regular,2022-11-05T23:30:00.000Z,true,97,Louisville,ACC,fbs,34,7,3,10,14,256,James Madison,Sun Belt,fbs,10,3,7,0,0,false,3873,Papa John's Cardinal Stadium
2022,regular,2022-11-05T23:30:00.000Z,true,87,Notre Dame,FBS Independents,fbs,35,7,7,0,21,228,Clemson,ACC,fbs,14,0,0,0,14,false,3855,Notre Dame Stadium
2022,regular,2022-11-05T23:30:00.000Z,true,254,Utah,Pac-12,fbs,45,14,14,3,14,12,Arizona,Pac-12,fbs,20,7,3,0,10,false,587,Rice-Eccles Stadium
2022,regular,2022-11-05T23:30:00.000Z,true,164,Rutgers,Big Ten,fbs,17,7,10,0,0,130,Michigan,Big Ten,fbs,52,14,0,28,10,false,6577,SHI Stadium
2022,regular,2022-11-05T23:35:00.000Z,true,415,George Fox University,Northwest,iii,,,,,,2333,Lewis & Clark,Northwest,iii,,,,,,false,5850,Stoffer Family Stadium
2022,regular,2022-11-06T00:00:00.000Z,true,2377,McNeese,Southland,fcs,29,10,9,7,3,2197,Eastern Illinois,OVC,fcs,15,0,7,0,8,false,3686,Cowboy Stadium
2022,regular,2022-11-06T00:00:00.000Z,true,2627,Tarleton State,Western Athletic,fcs,23,7,3,7,6,2000,Abilene Christian,Western Athletic,fcs,28,7,7,0,14,false,3827,"Memorial Stadium (Stephenville, TX)"
2022,regular,2022-11-06T00:00:00.000Z,true,2658,Texas A&M-Kingsville,Lone Star,ii,,,,,,2395,Midwestern State,Lone Star,ii,,,,,,false,6076,Javelina Stadium
2022,regular,2022-11-06T00:00:00.000Z,true,149,Montana,Big Sky,fcs,57,14,17,13,13,13,Cal Poly,Big Sky,fcs,0,0,0,0,0,false,3987,Washington-Grizzly Stadium
2022,regular,2022-11-06T00:00:00.000Z,true,3101,Utah Tech,Western Athletic,fcs,48,17,10,14,7,253,Southern Utah,Western Athletic,fcs,36,3,19,7,7,false,3745,Greater Zion Stadium
2022,regular,2022-11-06T00:00:00.000Z,true,152,NC State,ACC,fbs,30,3,14,10,3,154,Wake Forest,ACC,fbs,21,0,14,0,7,false,3670,Carter-Finley Stadium
2022,regular,2022-11-06T02:00:00.000Z,true,2923,Pomona-Pitzer,So. Cal.,iii,,,,,,2850,Whittier,So. Cal.,iii,,,,,,false,6103,Merritt Field
2022,regular,2022-11-06T02:00:00.000Z,true,411,Chapman,So. Cal.,iii,,,,,,2094,Cal Lutheran,So. Cal.,iii,,,,,,false,5819,Ernie Chapman Stadium
2022,regular,2022-11-06T02:30:00.000Z,true,9,Arizona State,Pac-12,fbs,36,10,0,15,11,26,UCLA,Pac-12,fbs,50,14,14,14,8,false,3947,Sun Devil Stadium
2022,regular,2022-11-06T02:30:00.000Z,true,23,San José State,Mountain West,fbs,28,0,7,7,14,36,Colorado State,Mountain West,fbs,16,7,3,0,6,false,3935,Spartan Stadium
2022,regular,2022-11-06T02:30:00.000Z,true,278,Fresno State,Mountain West,fbs,55,17,14,10,14,62,Hawai'i,Mountain West,fbs,13,0,0,0,13,false,3660,Bulldog Stadium
2022,regular,2022-11-06T02:30:00.000Z,true,30,USC,Pac-12,fbs,41,6,14,14,7,25,California,Pac-12,fbs,35,7,0,7,21,false,477,Los Angeles Memorial Coliseum
2022,regular,2022-11-09T00:00:00.000Z,true,2006,Akron,Mid-American,fbs,28,7,7,0,14,2199,Eastern Michigan,Mid-American,fbs,34,10,14,7,3,false,3768,Summa Field at InfoCision Stadium
2022,regular,2022-11-09T00:30:00.000Z,true,193,Miami (OH),Mid-American,fbs,21,0,7,7,7,195,Ohio,Mid-American,fbs,37,7,3,14,13,false,3996,Yager Stadium
2022,regular,2022-11-09T01:00:00.000Z,true,2649,Toledo,Mid-American,fbs,28,7,7,7,7,2050,Ball State,Mid-American,fbs,21,7,7,7,0,false,3739,Glass Bowl
2022,regular,2022-11-10T00:00:00.000Z,true,2117,Central Michigan,Mid-American,fbs,31,7,0,17,7,2084,Buffalo,Mid-American,fbs,27,7,17,0,3,false,3786,Kelly/Shorts Stadium
2022,regular,2022-11-10T00:00:00.000Z,true,2711,Western Michigan,Mid-American,fbs,21,7,7,7,0,2459,Northern Illinois,Mid-American,fbs,24,3,7,7,7,false,3980,Waldo Stadium
2022,regular,2022-11-10T00:00:00.000Z,true,189,Bowling Green,Mid-American,fbs,6,0,0,6,0,2309,Kent State,Mid-American,fbs,40,0,20,3,17,false,3700,Doyt Perry Stadium
2022,regular,2022-11-11T00:30:00.000Z,true,235,Memphis,American Athletic,fbs,26,10,10,3,3,202,Tulsa,American Athletic,fbs,10,3,0,0,7,false,3805,Liberty Bowl Memorial Stadium
2022,regular,2022-11-11T00:30:00.000Z,true,309,Louisiana,Sun Belt,fbs,36,7,20,3,6,290,Georgia Southern,Sun Belt,fbs,17,0,7,7,3,false,3666,Cajun Field
2022,regular,2022-11-12T00:00:00.000Z,true,2827,Rowan,New Jersey,iii,,,,,,111675,University of New England,Commonwealth Coast,iii,,,,,,false,6112,Richard Wackar Stadium
2022,regular,2022-11-12T00:00:00.000Z,true,2442,College of New Jersey,New Jersey,iii,,,,,,2871,Kean,New Jersey,iii,,,,,,false,5824,Lions Stadium
2022,regular,2022-11-12T01:00:00.000Z,true,2132,Cincinnati,American Athletic,fbs,27,7,17,0,3,151,East Carolina,American Athletic,fbs,25,5,7,13,0,false,3854,Nippert Stadium
2022,regular,2022-11-12T02:00:00.000Z,true,2502,Portland State,Big Sky,fcs,17,0,0,3,14,16,Sacramento State,Big Sky,fcs,45,7,17,14,7,false,4765,Hillsboro Stadium
2022,regular,2022-11-12T02:30:00.000Z,true,30,USC,Pac-12,fbs,55,2,24,15,14,38,Colorado,Pac-12,fbs,17,3,0,7,7,false,477,Los Angeles Memorial Coliseum
2022,regular,2022-11-12T03:30:00.000Z,true,2439,UNLV,Mountain West,fbs,30,10,6,3,11,278,Fresno State,Mountain West,fbs,37,7,7,10,13,false,6501,Allegiant Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2858,California (PA),Pennsylvania State Athletic,ii,,,,,,2188,East Stroudsburg,Pennsylvania State Athletic,ii,,,,,,false,4436,Adamson Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,107,Holy Cross,Patriot,fcs,36,12,10,7,7,2803,Bryant,Big South,fcs,29,0,0,12,17,false,3722,Fitton Field
2022,regular,2022-11-12T17:00:00.000Z,true,43,Yale,Ivy,fcs,24,0,7,17,0,163,Princeton,Ivy,fcs,20,0,14,0,6,false,3997,Yale Bowl
2022,regular,2022-11-12T17:00:00.000Z,true,2448,North Carolina A&T,Big South,fcs,20,0,7,13,0,2127,Charleston Southern,Big South,fcs,10,0,7,3,0,false,3603,Aggie Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2583,Southern Connecticut State,Northeast 10,ii,,,,,,2441,New Haven,Northeast 10,ii,,,,,,false,6071,Jess Dow Field
2022,regular,2022-11-12T17:00:00.000Z,true,2205,Edinboro,Pennsylvania State Athletic,ii,,,,,,209,Lock Haven,Pennsylvania State Athletic,ii,,,,,,false,4440,Sox Harrison Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,611,Seton Hill College,Pennsylvania State Athletic,ii,10,7,3,0,0,210,Millersville,Pennsylvania State Athletic,ii,14,7,0,7,0,false,3859,Offutt Field
2022,regular,2022-11-12T17:00:00.000Z,true,2336,Limestone,South Atlantic,ii,,,,,,2213,Emory & Henry,South Atlantic,ii,,,,,,false,4750,The Reservation
2022,regular,2022-11-12T17:00:00.000Z,true,2128,Charleston (WV),Mountain East,ii,,,,,,2707,WV State,Mountain East,ii,,,,,,false,5121,University of Charleston Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2487,Pace,Northeast 10,ii,10,0,0,3,7,2060,Bentley,Northeast 10,ii,18,0,3,0,7,false,6066,Pace Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2838,Tiffin,Great Midwest Athletic,ii,,,,,,2224,Findlay,Great Midwest Athletic,ii,,,,,,false,3731,Frost-Kalnow Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2115,Central Connecticut,NEC,fcs,14,7,0,0,7,2771,Merrimack,NEC,fcs,20,7,0,0,13,false,3624,Arute Field
2022,regular,2022-11-12T17:00:00.000Z,true,2385,Mercyhurst,Pennsylvania State Athletic,ii,,,,,,2974,Shepherd,Pennsylvania State Athletic,ii,,,,,,false,4428,Saxon Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,437,Lake Erie College,Great Midwest Athletic,ii,,,,,,128,Northern Michigan,GLIAC,ii,,,,,,false,3769,Jack Britt Memorial Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2134,Clarion,Pennsylvania State Athletic,ii,,,,,,223,West Chester,Pennsylvania State Athletic,ii,,,,,,false,4437,"Memorial Stadium (Clarion, PA)"
2022,regular,2022-11-12T17:00:00.000Z,true,58,South Florida,American Athletic,fbs,23,0,17,0,6,2567,SMU,American Athletic,fbs,41,10,7,21,3,false,3886,Raymond James Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,356,Illinois,Big Ten,fbs,24,7,7,7,3,2509,Purdue,Big Ten,fbs,31,0,14,7,10,false,3832,Memorial Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,41,Connecticut,FBS Independents,fbs,36,14,7,0,15,2335,Liberty,FBS Independents,fbs,33,3,14,10,6,false,3892,Rentschler Field
2022,regular,2022-11-12T17:00:00.000Z,true,2633,Tennessee,SEC,fbs,66,7,21,21,17,142,Missouri,SEC,fbs,24,7,10,7,0,false,3853,Neyland Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,96,Kentucky,SEC,fbs,21,6,0,3,12,238,Vanderbilt,SEC,fbs,24,7,0,7,10,false,3683,Commonwealth Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2329,Lehigh,Patriot,fcs,36,7,7,7,15,2142,Colgate,Patriot,fcs,33,14,6,6,7,false,3741,Goodman Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2681,Wagner,NEC,fcs,28,7,0,6,15,2529,Sacred Heart,NEC,fcs,38,3,7,7,21,false,3979,Wagner College Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2598,St Francis (PA),NEC,fcs,51,16,14,14,7,2184,Duquesne,NEC,fcs,14,0,0,14,0,false,3694,DeGol Field
2022,regular,2022-11-12T17:00:00.000Z,true,8,Arkansas,SEC,fbs,10,3,0,0,7,99,LSU,SEC,fbs,13,0,6,7,0,false,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field
2022,regular,2022-11-12T17:00:00.000Z,true,150,Duke,ACC,fbs,24,3,7,7,7,259,Virginia Tech,ACC,fbs,7,7,0,0,0,false,3982,Wallace Wade Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2776,Salve Regina,Commonwealth Coast,iii,,,,,,2280,Husson,Commonwealth Coast,iii,,,,,,false,6115,Toppa Field
2022,regular,2022-11-12T17:00:00.000Z,true,2022,American International,Northeast 10,ii,,,,,,2830,St. Anselm,Northeast 10,ii,,,,,,false,5868,Ronald J. Abdow Field
2022,regular,2022-11-12T17:00:00.000Z,true,18,Bridgewater State,MSCAC,iii,,,,,,110,Mass Maritime,MSCAC,iii,,,,,,false,5808,Edward C. Swenson Athletic Complex
2022,regular,2022-11-12T17:00:00.000Z,true,277,West Virginia,Big 12,fbs,23,0,6,7,10,201,Oklahoma,Big 12,fbs,20,0,12,8,0,false,3842,Mountaineer Field at Milan Puskar Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,2302,John Carroll,Ohio,iii,,,,,,359,Otterbein,Ohio,iii,,,,,,false,5863,Don Shula Stadium at Wasmer Field
2022,regular,2022-11-12T17:00:00.000Z,true,2731,Williams,NESCAC,iii,20,7,0,7,6,7,Amherst College,NESCAC,iii,10,7,3,0,0,false,6151,Farley-Lamb Field
2022,regular,2022-11-12T17:00:00.000Z,true,348,Hamilton,NESCAC,iii,,,,,,121,Bates College,NESCAC,iii,,,,,,false,5894,Steuben Field
2022,regular,2022-11-12T17:00:00.000Z,true,2967,Framingham State,MSCAC,iii,,,,,,402,Worcester State College,MSCAC,iii,,,,,,false,3819,Bowditch Field
2022,regular,2022-11-12T17:00:00.000Z,true,2383,Merchant Marine,NEWMAC,iii,41,7,13,7,14,2557,Coast Guard,NEWMAC,iii,33,14,16,0,3,false,5997,Brooks Stadium (NY)
2022,regular,2022-11-12T17:00:00.000Z,true,2909,Westfield State,MSCAC,iii,,,,,,114,Fitchburg State,MSCAC,iii,,,,,,false,6144,"Alumni Field (Westfield, MA)"
2022,regular,2022-11-12T17:00:00.000Z,true,2256,Greensboro,USA South,iii,,,,,,286,NC Wesleyan,USA South,iii,,,,,,false,5852,Jamieson Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,398,Wilkes,Mid Atlantic,iii,,,,,,247,King's College (PA),Mid Atlantic,iii,,,,,,false,3920,Schmidt Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,110438,Dean College,ECFC,iii,,,,,,122774,Keystone,ECFC,iii,,,,,,false,5831,Dale Lippert Field
2022,regular,2022-11-12T17:00:00.000Z,true,388,Lebanon Valley,Mid Atlantic,iii,,,,,,2015,Albright,Mid Atlantic,iii,,,,,,false,3621,Arnold Field (PA)
2022,regular,2022-11-12T17:00:00.000Z,true,110254,Davenport,GLIAC,ii,7,0,0,7,0,125,Grand Valley State,GLIAC,ii,49,21,21,7,0,false,5934,Farmers Insurance Athletic Complex
2022,regular,2022-11-12T17:00:00.000Z,true,323,Moravian,Centennial,iii,10,0,3,0,7,2422,Muhlenberg,Centennial,iii,37,13,3,7,14,false,6086,Rocco Calvo Field
2022,regular,2022-11-12T17:00:00.000Z,true,118,Johns Hopkins,Centennial,iii,,,,,,2700,McDaniel College,Centennial,iii,,,,,,false,5124,Homewood Field
2022,regular,2022-11-12T17:00:00.000Z,true,2972,Plymouth State,MSCAC,iii,,,,,,379,UMass Dartmouth,MSCAC,iii,,,,,,false,3690,Charles L. Currier Memorial Field
2022,regular,2022-11-12T17:00:00.000Z,true,2528,Rensselaer,Liberty League,iii,23,14,3,0,6,237,Union,Liberty League,iii,13,0,7,6,0,false,6107,ECAV Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,258,Virginia,ACC,fbs,7,0,0,7,0,221,Pittsburgh,ACC,fbs,37,28,0,3,6,false,3923,Scott Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,225,Brown,Ivy,fcs,24,0,7,7,10,171,Columbia,Ivy,fcs,31,0,21,0,3,false,3656,Brown Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,175,Ithaca,Liberty League,iii,34,10,7,3,14,2782,SUNY Cortland,Empire 8,iii,17,7,0,7,3,false,4102,Yankee Stadium
2022,regular,2022-11-12T17:00:00.000Z,true,399,Albany,CAA,fcs,23,0,10,7,6,311,Maine,CAA,fcs,21,7,0,7,7,false,4419,Bob Ford Field
